	V_cra Queen.x	V_cra Worker.x	V_vul Queen.x	V_vul Worker.x	A_caj Queen.x	A_caj Worker.x	P_can Queen.x	P_can Worker.x	A_pal Queen.x	A_pal Worker.x	M_cin Queen.x	M_cin Worker.x	M_bas Queen.x	M_bas Worker.x	P_qua Queen.x	P_qua Worker.x	B_mel Queen.x	B_mel Worker.x
OG0003848	574.3610342	734.5955946	302.2034819	509.1262428	138.1588132	244.9293436	517.2648013	557.5792027	643.2967223	677.6786907	199.3021126	218.3771551	406.1380323	343.6118407	362.1263518	395.3408465	480.4433987	359.6705997
OG0003856	23.81952322	49.20425799	115.7167891	199.4874955	222.5182115	268.2882872	331.0993973	341.8827758	217.6041482	267.3559554	97.45985219	145.2526224	170.0633083	201.9259096	141.2051962	156.5851886	245.8953953	105.0448478
OG0003860	75.37476707	95.68275126	65.02793526	113.2822276	278.9063707	316.2605329	193.2027052	189.3389259	189.214536	231.0084691	221.6390346	224.8218107	126.6608025	139.8036663	108.2422616	107.8484263	206.3557258	205.0623379
OG0003863	188.7009146	385.7694585	138.8818136	167.9889789	455.8916058	386.8669816	172.0496129	196.6633376	367.2828049	348.2896918	144.7662074	305.3800057	402.2207023	524.7052269	73.29595649	102.2073316	582.2488459	291.1665639
OG0003864	560.2525137	868.5211452	339.7090022	654.9473532	153.2693037	151.0120985	288.1178857	347.0017898	480.3893982	499.6567796	438.935083	603.6783263	307.8201822	505.3796412	448.5222202	518.6312912	707.5243642	647.3603271
OG0003866	692.2495153	575.0586011	940.8611468	1193.217845	71.00792623	48.02292682	320.7082013	419.5105819	299.3543405	350.06668	432.5443449	521.028097	399.6263978	436.3795311	227.7357722	283.0617139	659.3860501	509.8344288
OG0003867	1052.672404	1397.9055	243.3751756	329.5826681	468.0696086	524.6107541	182.6900877	172.9593498	107.4539391	114.4509651	341.5409341	402.5381463	200.1320676	186.5356273	199.2086775	210.9630456	138.6081163	337.9159597
OG0003872	95.82650638	98.33109465	65.48163563	158.4415878	153.4731792	165.2839112	160.6677372	216.3884974	227.2655346	272.3638313	92.2057806	100.8836473	64.33455794	97.58313546	100.3690021	127.6848998	95.15285275	69.53673021
OG0003873	120.5051135	103.4105345	111.8976728	104.0083716	637.8314888	534.8812898	290.3746961	338.2315277	273.6401892	189.6531068	452.914549	387.1750788	452.8522973	385.8342481	178.1317021	174.4097186	372.3377606	568.7216828
OG0003878	179.7760684	205.4538484	275.1050675	305.9650909	262.3521575	223.4506709	310.4186905	340.3256174	65.69891364	66.71783057	63.29415119	88.98582158	159.8553142	149.9431244	83.75639306	87.30404673	97.49829363	72.79164098
OG0003879	35.13055149	123.0792229	15.30248761	153.1462001	96.56347809	119.8659957	84.99508306	224.8646295	152.3095265	129.4115905	428.1663169	213.6700778	280.5471183	162.3289144	127.3390361	81.2621745	145.2685419	266.9026836
OG0003881	290.9800308	348.8975506	264.4976999	475.8471415	113.293119	92.59446709	187.6576448	205.8142384	145.0709185	171.4018223	88.69722593	118.7279072	238.4550509	224.0702009	181.2989141	195.3528618	160.5354434	114.2148191
OG0003882	299.0399589	175.8822379	110.8799584	118.934281	190.4030852	202.4560031	302.7382414	326.4259602	170.9337066	159.6042359	209.5934349	166.3241675	135.8003067	152.1950862	71.07803649	72.40176887	107.2872789	188.488924
OG0003883	114.0583379	144.6510744	112.4916696	151.7200862	147.0487316	157.9984954	127.7290319	151.7358577	204.0782073	263.6388192	64.60821662	88.98582158	67.81693983	88.53024896	78.6058107	84.18341972	172.6777008	83.44407625
OG0003888	1224.607327	1918.538576	549.5318473	1516.569564	1061.342456	1158.153045	1111.242706	1262.741841	1299.083388	1685.554102	572.9325243	849.4551826	1078.419548	1434.312014	749.6086243	879.4962077	927.212688	756.3229039
OG0003889	116.9681382	115.6124029	211.4059878	195.6725447	212.1442694	218.2482505	139.8707576	128.436731	151.7194387	136.7650909	121.5510516	119.2286073	52.72521976	34.90540817	85.57969921	87.50644945	76.35408538	184.9351532
OG0003891	47.52819691	45.78437101	319.5699668	510.8272636	657.8515849	657.5879642	413.2194069	448.2880225	416.4785842	339.0816619	390.9344633	395.1069627	439.2835949	379.4555663	298.4968498	313.4724708	278.3987421	430.5359253
OG0003894	365.2185901	442.1355231	64.8302192	46.86038105	107.7315861	120.9201637	91.5166644	110.8460317	69.11755804	62.67922097	61.32305306	60.72848548	76.08095372	56.10950532	30.42726336	26.78563355	53.25208006	94.39241249
OG0003897	92.13346659	107.2569062	77.44614439	106.2860934	87.71386073	127.8584136	170.6766484	185.5325387	139.1239636	125.0353532	75.55876181	108.071917	130.9039939	117.665005	44.61355196	43.90527851	74.78784773	68.94492825
OG0003898	51.40209647	52.26440276	85.4515234	94.07715341	81.9603056	85.18741654	153.3858768	160.1560475	143.4359147	147.8114959	94.61271044	110.7985021	216.4964654	184.6589924	113.4720837	145.408732	102.5846504	73.38344294
OG0003902	107.2877649	114.109695	187.8729681	166.3985244	498.5584725	575.4135422	399.1040447	513.8616925	545.7940112	668.6338206	305.7392217	455.0893553	200.1348647	149.569674	51.664303	51.95909419	355.1483024	403.3100762
OG0003903	903.2063912	1115.756482	138.6275264	202.998183	57.69438456	68.68563302	123.6955197	133.8002766	170.0389136	186.5805326	115.8589582	139.0558382	142.3706803	120.4818339	72.74127839	75.22030227	157.7984431	130.785274
OG0003905	64.03019224	80.32429512	59.28624957	85.40770856	202.0263571	241.298039	129.015328	150.5829837	178.3670287	172.8492599	127.9045579	151.4469279	162.5097563	150.8814418	163.3138729	196.9640277	185.5952458	141.1418083
OG0003907	330.1945125	350.9425415	366.6374204	617.2231003	388.0461199	566.0806078	173.0368601	210.6777631	491.0957007	563.2196483	221.1988227	415.4324149	374.251162	494.223047	284.7883767	337.9430603	516.0753053	206.2429828
OG0003908	44.03935363	63.55089745	295.1595291	692.809334	159.7885772	180.0118544	82.97897052	104.5026298	59.45468531	45.39558734	81.25304531	86.75497925	73.42371452	58.17568029	33.75612435	28.49749735	67.73977831	108.0038576
OG0003913	76.66849784	115.7759221	96.17118468	106.2858191	117.8020856	111.4757308	46.89531842	46.54173415	482.3662665	500.1931069	51.6887634	55.77105809	50.90710874	51.60745832	36.13331621	35.94913976	40.72217887	52.07857241
OG0003914	182.6494051	269.2690463	562.5802587	994.3624706	408.9315013	397.7304868	276.35158	286.460625	733.0777563	733.5714321	448.3021794	477.4002573	678.5749769	544.0364424	534.8681676	515.8751905	559.142925	556.5897426
OG0003915	333.8350447	514.9866577	58.30841778	334.8091919	74.92423158	87.44779597	337.8350752	444.7711514	518.8907661	941.9653028	113.2308274	197.3080887	104.6113114	224.6313147	293.1465833	368.7737273	245.116192	57.10593005
OG0003916	134.8294989	110.5022615	184.5352721	181.8992142	103.8295047	113.0873914	170.3329782	161.6555333	168.3266187	170.5407907	173.4500655	135.6178623	203.6284349	156.8847967	120.7621387	119.1245738	102.2009222	204.7664369
OG0003917	452.0050252	509.5788446	193.191219	272.712328	149.9693661	168.6085949	153.771594	163.2132685	153.5432112	214.8023365	78.40809367	103.6077537	932.4839715	794.7567348	149.6053999	159.2033332	121.7749772	81.96457135
OG0003919	141.888864	189.7980543	147.2826247	170.7605455	121.1778839	133.8742665	135.4519572	136.4526364	131.6906416	120.510495	115.6421374	119.6772545	146.5677197	123.2986628	66.24362065	70.79160993	136.6542349	134.6349457
OG0003928	241.3150632	300.100422	123.4947522	164.2854175	631.3999292	668.2563469	328.9451302	354.6924221	230.2367825	221.1558771	377.5791783	387.1775576	329.4962613	240.7703744	243.2675514	249.3269203	364.9294566	249.7404268
OG0003930	233.9917012	256.0279967	190.8141006	176.8779103	373.6729	393.6025069	254.5171541	288.896136	251.1945591	233.4332503	735.8744466	947.8601162	294.2514798	258.2249551	169.8115306	167.6609474	207.5029949	216.3805503
OG0003931	44.74091451	51.84559342	98.40659244	69.41262533	114.2911605	121.6854491	141.0296254	142.3358115	71.79301888	61.70833923	95.49313427	103.1120109	115.6598322	82.19660634	41.44237802	41.48852962	62.65342154	120.1298797
OG0003938	209.1541125	215.478242	81.74554941	163.2980024	49.16243362	78.74837601	96.27913498	93.54484856	128.8680304	149.9148038	934.5085759	1579.627226	100.8366332	97.02202164	95.48387288	98.07972585	79.48656067	94.68831347
OG0003940	297.4428504	327.6831053	182.9795664	217.6757982	203.7616691	215.1871088	218.7728817	211.1385667	283.3000891	275.7562634	232.3705689	261.0110306	280.6883715	288.624563	130.1108418	137.4536002	241.9837167	297.9722865
OG0003941	34.30355561	33.34056094	44.35175708	47.62830966	73.58718787	75.19562716	56.03454237	67.30442276	43.25476993	42.16308421	51.9055842	59.24125726	50.34768996	37.90802393	27.81393711	26.98602231	28.9753965	51.19086947
OG0003945	59.99731111	65.41368132	120.8916321	110.2374003	121.2821923	94.79909726	50.36891858	55.07726904	85.17032308	78.18748183	121.3320407	118.980736	103.6323285	73.56408604	51.90202219	50.34893524	55.20987712	93.96335607
OG0003946	69.28387681	86.29875225	57.19311817	94.71339009	143.8981445	162.4330963	80.57585361	90.43053178	52.02284965	47.00941573	69.31038072	64.56057685	72.44473166	61.7412865	35.42015865	38.06379504	45.0293324	60.9556018
OG0003947	75.17057056	124.7331027	29.5592581	34.89836341	101.1601585	88.1345256	78.60221715	79.76053645	61.23832587	41.19220246	80.8150235	90.47552851	72.86429575	60.80296908	30.8250468	37.05681634	61.86247153	92.61700662
OG0003948	175.609001	147.467609	157.0979967	114.8735052	120.6444888	137.1432008	54.27543161	45.56072436	144.4733989	76.08740484	152.210388	171.7748589	104.4588697	115.7208113	61.72774852	49.14056079	84.96839244	240.5674964
OG0003951	82.991297	106.1199473	18.32875961	76.65540753	183.0422328	196.3844009	206.2068242	219.7969441	71.49277272	102.9037726	93.07963411	157.6461909	64.33176084	88.01417437	138.1140544	167.0587741	92.40410568	114.5136791
OG0003958	48.40332482	35.89880192	88.05266344	146.0411458	74.93371416	124.5261277	178.185477	193.7802877	197.9841021	161.3812241	238.2816732	247.1277552	392.3763304	543.9294743	127.8144745	128.8942812	268.6097568	294.4214747
OG0003959	237.890396	287.0606011	236.6946922	298.0635747	161.5357424	161.8122522	185.3922534	214.4668486	87.39987378	80.93212092	125.7100687	116.0038008	138.176438	115.4130432	35.81794209	35.34394556	128.4314872	179.6118946
OG0003962	62.70291491	55.60253015	112.5199551	106.2040603	96.61800292	87.03981269	174.0661545	170.30699	182.0799738	194.1763495	114.3236918	127.4034051	108.3887867	91.0149135	47.62307685	46.62311403	71.65145683	103.5653429
OG0003963	183.3378391	170.3936663	84.96925461	121.3220204	133.7280779	141.3142598	79.16041303	85.70023062	139.4197507	152.8209872	151.3737664	152.5772214	138.3162927	182.0335803	107.7002618	129.7643108	135.0919128	178.4253317
OG0003964	95.89797516	131.8278331	80.47269924	74.90006375	166.4169003	163.1907796	137.8537869	134.5494428	66.7363979	74.47034556	86.2924862	81.29933041	320.5483579	270.8002852	146.117267	175.6180931	26.23839621	63.32576864
OG0003967	155.0259925	231.465079	217.996806	1023.630455	209.3279433	222.9970745	488.0459717	529.9529059	239.7510185	387.7065215	82.78612163	156.406834	132.5822502	316.7759623	251.6653778	408.1284691	265.8688409	55.03758221
OG0003970	404.4053595	638.3391913	120.9204834	197.0218383	456.711849	437.8699602	395.1992479	480.4122001	888.2366485	1092.831603	385.2401798	727.4975115	363.9005161	779.5559925	640.415486	887.9538219	797.2149632	457.7588154
OG0003976	215.5731757	272.442987	153.1380184	182.4476562	212.1774585	181.3447687	447.3281354	471.8195694	303.5146822	237.3087	460.7989416	427.8235047	354.9498157	301.7591303	195.4646003	213.829914	277.6156232	435.267382
OG0003977	45.23973742	58.62563282	95.97318577	107.8233225	94.09563676	102.4544855	272.0627822	251.6258383	247.6257916	205.6476162	267.8525254	244.4011701	265.5756732	174.9004912	197.1476522	181.6579514	234.9317317	358.3390453
OG0003978	149.3070316	139.4878727	178.2555951	138.8535096	214.1024221	270.3763507	169.0900163	164.6545051	117.1257301	88.85102662	126.8051232	104.3513678	140.275657	130.050795	66.72143622	61.1226004	112.7651951	126.9415202
OG0003979	21.11391943	42.94180687	203.2874666	211.5024643	142.0751186	203.2086182	160.8179052	167.9424162	152.9486643	163.9707806	128.1191886	160.6206473	160.6916452	148.4399398	95.08846663	103.3160151	55.20987712	83.74293624
OG0003981	61.90363141	74.86141945	170.3362042	193.2853539	491.9159255	497.889116	281.9296773	302.088728	634.8303752	604.1776114	418.0786747	358.8879982	357.3273455	395.219299	368.3522172	367.5875064	361.4093374	507.766081
OG0003982	136.7197752	170.2962222	92.30285159	105.5716647	162.6949878	220.906477	129.273617	149.8320873	116.3795738	103.8746543	120.0157852	140.0448449	124.18957	110.5337925	57.60728264	56.18840475	130.7769281	154.4603114
OG0003983	170.6659869	176.9911649	158.9079896	216.6878343	161.5238892	162.0301812	188.0528012	202.8342986	142.0952115	126.1661639	177.3988321	176.7322863	139.4351302	137.1820074	96.19703043	104.7257853	107.2872789	196.4782505
OG0003984	111.5408866	116.6816182	92.06921287	210.0483658	216.6484947	214.6346843	250.2858492	208.7209341	275.1102062	304.7970973	146.0802728	171.0312448	187.9661077	267.979703	202.0613077	202.8045042	327.3436686	168.0747154
OG0003991	122.1430612	111.2200774	164.5076818	224.9460162	90.48751525	147.1349902	142.6591627	150.756578	79.07473147	78.18748183	54.53371504	51.80511618	90.48458868	91.20445361	71.23572355	66.96408387	55.60143653	54.44578025
OG0003992	65.66813998	68.69774727	163.4053936	274.4136233	467.7140119	467.7743747	286.0910469	393.0377358	214.7800507	231.1716289	68.98624458	201.7648159	170.4912637	108.7716324	158.4010097	188.0029242	124.0655997	99.0469349
OG0003993	705.1678618	1033.031458	558.1216059	1358.620449	123.1976734	129.7944336	861.4502664	1137.416543	655.3377825	947.6209717	240.9119942	676.6913169	465.4378213	521.1396207	721.3984885	912.6217792	285.8422865	262.1653089
OG0003997	573.2073239	520.1588697	384.0616079	380.9186545	211.9759537	332.131336	654.9903019	631.4559873	885.7246881	670.8922111	882.2481941	763.8057096	651.5844194	428.4376124	595.0111215	424.8423016	643.3321142	927.3536701
OG0004002	413.0603745	430.1218686	383.354186	530.3621164	271.3463842	246.3357456	678.3568704	742.2674156	308.2725433	278.9855356	350.1984352	392.6307277	274.8158729	225.3838452	238.9085739	262.6190392	478.0940423	590.3224543
OG0004013	91.9015577	108.7249081	443.9984253	624.0280068	116.711589	114.0934123	60.83948904	62.7471392	90.81851818	89.97699097	72.49479926	79.56670954	65.03522996	51.98278529	51.18886463	48.13358209	63.04498096	92.02520466
OG0004014	39.22323302	85.35200953	151.7800287	203.4917534	240.9073038	189.8718727	182.9046134	224.9228788	258.9236682	191.1070062	212.6595876	267.4532075	251.0391763	271.5490625	140.6497257	149.3359489	274.8786229	319.277157
OG0004016	101.880933	116.6809508	344.0935468	333.4829443	297.8407114	227.9536913	199.1227564	196.7210101	301.2851315	308.5497734	235.4367216	220.1097759	376.3489824	607.0894967	142.156073	170.4825017	157.4068837	241.4551994
OG0004017	78.72796552	79.23772681	186.0621266	216.9336592	179.5929445	64.2155553	218.9878364	214.2528835	184.0137374	175.5987454	151.3321543	150.2100498	132.5822502	133.0534107	72.97978998	79.24922407	131.9594375	173.1050321
OG0004019	74.23272515	91.76730103	813.2647056	912.4651753	165.0182198	95.93942321	264.5955716	303.7035589	198.5801353	220.6712439	190.5394863	188.8755047	209.6421868	269.6761809	315.4533593	405.5113314	196.9543843	212.4598624
OG0004022	106.5439062	115.7382126	252.5337568	209.4991007	76.58842429	95.82539061	88.51373363	84.43316507	64.95573007	73.50431014	71.39536453	67.42349116	65.45339549	42.97493802	29.23945983	31.41874257	52.07740182	82.84931528
OG0004026	72.47955223	96.45095772	114.0889551	172.9312676	95.39475016	113.0341762	86.45385784	96.42847521	63.91378671	79.47983691	40.30019641	59.48912863	99.99610645	97.02202164	38.11430942	42.69589708	40.72217887	47.04825576
OG0004028	554.1864187	782.8294162	417.8334343	495.8626698	249.1097351	215.0350654	139.9999021	183.2833099	254.1672933	227.9407412	120.0157852	158.1419336	244.0464416	247.5281365	364.153304	401.0524297	186.3822802	457.7499384
OG0004029	171.4404751	188.1184787	215.9885313	338.2962846	171.3952545	234.6106608	726.8555539	737.0538186	437.736607	542.6275857	458.3876315	636.5361551	422.0814675	422.0551773	411.0949192	472.1733217	424.9672612	569.3075667
OG0004032	194.0304436	245.6839065	134.1872593	257.6231756	301.5104697	315.9235032	260.5204414	277.5773247	257.7375472	289.3276071	234.1226561	313.5622396	235.0943426	289.1913067	295.088749	357.6798429	283.4890144	226.6601504
OG0004035	72.64728508	63.20817459	36.29037266	63.07495085	199.1199464	193.9973186	113.2266654	117.4207005	177.7665364	169.926922	176.7439895	158.6401551	112.8627383	127.2414726	92.55200292	103.6181087	166.0211908	309.5124247
OG0004037	230.0609183	260.4256617	892.1833962	1162.45598	1232.429527	1231.75475	937.2198861	1158.525843	1107.851852	1024.48379	1203.230575	1306.777859	800.248561	1165.765568	1184.794006	1225.090292	1393.798799	1517.439404
OG0004039	134.8936749	129.5642604	193.0206571	330.353889	216.2668209	240.3832442	383.1433325	431.8519273	302.9201353	307.2525719	308.5863634	409.4835021	357.8867642	364.8178145	183.7569305	210.7606429	335.1748568	334.9599089
OG0004040	767.4623837	1107.969965	400.6929511	503.6879145	1497.507926	1246.731031	776.068608	831.8680396	567.0490612	623.7260973	731.5467912	1113.619137	527.3906538	531.0857854	383.9156923	493.4185584	1982.849032	1200.18325
OG0004044	80.17338513	70.96332228	189.019099	297.4597123	85.23416619	92.77185113	29.21840059	34.14213955	31.65961993	38.77065215	25.40526484	77.58373859	40.6991146	148.8152668	41.04617938	33.13060637	137.0497099	21.00896955
OG0004045	316.9465345	342.2870372	344.1546436	307.5975223	373.5448851	298.5956169	319.5145803	339.17159	504.7717647	499.3353062	520.6765227	408.7151008	400.8081699	415.3311947	207.6865361	232.3099872	333.5890412	392.367658
OG0004046	402.2044128	665.7650297	398.4583919	937.2073467	695.0896747	729.8212779	657.5212761	874.2002556	1097.426472	1594.837238	962.9865637	1296.359825	535.9217901	537.2768037	848.6582849	1024.097343	904.1106827	706.0197373
OG0004047	776.5928849	855.1719728	411.1306053	611.6272904	582.4034408	569.4103596	534.3406181	517.8422507	336.5150052	327.4488508	301.1378026	288.2719238	435.5061196	382.458182	242.3943296	272.2880488	275.2662668	325.7869785
OG0004051	282.2141662	330.6100987	215.932243	285.7163581	180.5838741	208.7911473	398.5449908	450.4807322	204.076721	242.1582624	197.5062231	246.8823625	206.6464992	230.2630959	187.8773963	222.5422938	147.6178984	174.288636
OG0004052	201.7169838	239.4391421	70.77018667	165.5471909	167.4576134	175.8559998	200.6677705	200.0083445	125.0019895	131.0108799	60.44919955	68.41001921	75.94249757	94.77005983	74.56458455	74.7178199	94.36581834	74.86590685
OG0004053	415.1402619	448.0362298	342.1424089	364.6217773	95.31888953	153.9592075	440.9790327	428.5069204	329.6762301	383.0217344	312.0905379	164.3387178	251.4573419	301.3875566	130.1116342	154.5712312	113.1606701	256.5461493
OG0004055	294.0006806	300.5319124	112.7456739	192.9561241	962.2471294	948.6853044	251.5961722	249.0305743	339.3346437	338.4338689	250.147684	325.4303207	449.0734235	553.6091568	258.3199302	298.1663945	236.1103255	237.6084866
OG0004056	210.4055454	304.3595962	67.48934464	71.57950642	92.81074724	97.56122012	74.95528022	67.88057137	46.9692014	54.11898407	54.75272595	64.44655602	81.11572271	107.5311768	28.68398933	27.99501497	265.8688409	102.088797
OG0004058	0	37.43388	105.5048536	114.1069484	234.2410504	181.3549049	207.6613084	212.8675892	124.5560794	97.73435229	274.4228526	257.7887028	237.6103286	223.6948739	101.9831154	100.6978705	98.28141246	212.1610024
OG0004059	76.94562168	79.74997569	95.12405328	68.91905493	97.05183094	109.9679664	91.17342328	113.7302351	80.2623388	68.49643424	80.37700169	89.23369295	88.52662296	75.81604786	36.68799431	37.45960782	48.1618077	66.28181943
OG0004061	788.776124	875.2277678	180.2075815	318.8868136	674.379721	688.0600076	415.7508101	475.2793446	481.6542967	530.5279113	343.4879411	486.8168906	401.3843713	732.2629177	686.0139878	816.2569381	588.1888022	381.1027077
OG0004067	146.7283214	163.8358795	123.7272595	159.5107617	163.6171687	154.8537299	167.1584269	172.3832012	184.3095245	153.4639339	201.4900315	206.7272007	131.4620141	129.8631315	162.9961216	154.6719291	166.0251064	200.0290622
OG0004071	58.38561721	78.49087796	133.4795546	266.868224	252.5945831	205.5855643	181.9624165	202.6918475	329.1723516	360.9741568	123.7762024	179.8728166	153.8415623	175.2758182	284.5498651	277.1215465	225.5382214	151.4983425
OG0004074	110.127555	135.0494948	98.57460866	102.8568903	64.4886528	71.98751016	78.38769145	85.87440167	66.73788426	66.71944602	30.44251563	39.65941909	57.06071529	53.48409317	50.23878028	45.31303474	61.0832683	42.0179391
OG0004075	36.08589946	58.84588315	296.7158006	358.2585875	68.66809973	90.46585865	112.8263605	129.648431	98.69477762	126.8091105	123.7455409	137.3232173	110.3453538	75.06539392	64.50193142	81.66597296	19.57797061	68.94492825
OG0004076	36.6547326	62.26376786	178.4824453	144.4770296	169.3920596	143.8812602	71.30834329	73.07109934	131.3963409	72.53504384	118.4870891	47.09803888	94.68302661	47.66652514	64.70874711	40.41307636	63.82418419	156.2327582
OG0004077	76.80560121	120.6004055	49.89572671	69.82416264	122.4864799	136.3323024	226.5867658	279.8848028	221.1714294	248.2937181	156.8118071	194.5790249	86.4302011	72.62764525	102.6946882	117.1116234	174.2400228	129.6046291
OG0004082	112.4437269	95.93370315	122.1079112	391.4540095	77.56038869	68.85541488	30.80631983	54.26985357	69.4133451	94.98809777	111.0363381	286.0435602	6656.803741	8439.838695	59.58906825	75.92619434	164.4549531	149.1340937
OG0004083	190.9427006	425.1105061	371.8419634	514.8606036	909.3082584	574.6229162	310.0754494	458.7273277	1050.534562	1005.061308	292.5963774	876.4731618	739.4117689	699.0464809	374.5661968	478.3148848	2169.634618	796.8613381
OG0004086	78.66962366	154.8106216	148.725754	135.258594	105.9915328	110.9004997	101.0416056	96.60149281	65.54879056	85.29543473	65.92009193	61.47209959	99.71639706	113.5364083	35.89559702	33.431693	64.99886242	84.33177919
OG0004090	302.2093805	377.4293126	283.7624286	271.1479376	341.6170398	286.9516219	642.7619078	669.2320732	348.2543329	317.9177322	306.1772435	311.0810472	384.410207	351.4955837	165.6902724	184.4795057	252.5558209	354.1905136
OG0004092	274.5976363	384.1145776	441.6775952	864.502423	576.4317863	517.7307875	87.2690555	135.5494845	112.8152654	166.8753486	64.60821662	88.49007884	71.74545819	128.7371506	121.1575449	143.796559	362.1924563	152.4126766
OG0004094	177.6378392	215.6981586	174.8041911	164.2044819	77.66232642	89.0265139	293.9036439	292.40897	127.8260871	96.76670143	130.0924769	124.183556	318.8043699	207.4638591	70.68183785	68.06974649	99.84765011	152.6849055
OG0004096	39.5266107	13.99957833	43.89918813	50.12524367	7.121417234	103.8963643	141.201246	137.2612053	55.5886444	36.50741533	55.84778047	45.85620332	99.9947079	54.42241059	44.84968635	41.68891838	40.72217887	60.36379984
OG0004098	1732.575323	1427.893584	213.5845416	381.4961786	234.4520378	206.9058084	157.5472464	181.1494262	405.0350437	408.3825872	429.6972031	526.7266598	454.2480472	593.3938156	531.2231401	613.2520452	535.6532759	421.061176
OG0004101	1765.256975	1734.625544	831.4257319	1437.939326	961.6449856	1049.872761	486.9729141	839.1347788	467.275181	612.4034515	221.6039929	512.2608866	416.4551131	291.4245022	338.2973806	455.2017026	757.6674626	342.0615324
OG0004103	66.09549411	66.50024963	46.67089009	54.18656815	73.71520269	64.04830749	151.9695781	141.2400334	70.75107552	83.35690212	77.74887084	72.37843983	40.27815197	29.08784014	68.14616654	82.77364953	28.19227768	81.66867037
OG0004104	52.79938403	50.89150902	50.15001389	51.35985558	277.7613492	131.966121	96.15084861	122.2075208	143.9888433	121.3198323	145.863452	149.7143071	150.1703766	139.1581039	55.2847662	55.91349956	246.2908703	226.3612904
OG0004105	548.4309942	616.4209461	454.1529411	524.3657435	829.1306778	850.1104612	586.7702706	774.8870002	379.9169255	292.8799681	327.5548978	334.5544659	451.0313892	512.3175602	183.5200037	248.3209486	539.56887	848.3481085
OG0004106	695.6129235	814.1273222	114.4428075	309.4488914	180.5103841	78.5633898	181.5561048	230.7472279	87.39987378	101.9361217	87.60217141	194.8244176	76.35926456	127.0481792	242.7905282	309.8483544	211.0505232	114.2148191
OG0004107	191.0156279	363.8588887	196.6412087	531.2995984	304.6207558	675.6836699	248.0775216	319.4464302	447.396507	693.174028	210.2504676	544.325527	373.9714526	703.738068	539.5036917	597.4908145	439.3296605	163.0443988
OG0004108	41.5175267	38.24647024	236.0978669	287.6236964	444.3370827	436.0023597	471.3987772	551.464184	489.3105738	492.3872823	401.9835634	470.831666	556.4091043	551.2689932	272.3445698	285.0736574	711.3224905	587.0705025
OG0004109	22.10427251	42.89408597	76.39929584	67.10829079	77.39918484	77.68153773	183.2058075	231.9595045	130.0571241	139.09133	118.265888	157.896541	150.3437964	123.107246	61.33154988	58.10367825	193.0348746	139.9611634
OG0004112	494.2139029	638.7803594	618.5197608	670.668627	444.1877321	454.0625887	329.1253317	343.4393574	305.7457192	236.3378183	351.7315115	274.1432557	485.6622086	315.3121872	175.0413527	151.8533957	279.1857765	404.4966391
OG0004114	296.6114789	336.4040173	175.4570219	260.4205318	223.3337133	251.2366132	208.9051284	215.2327398	102.7079689	116.9597494	98.77391761	101.1315187	178.4531914	140.5561968	83.0440279	96.26716418	57.16767418	93.50470955
OG0004117	198.7998907	228.0555371	78.49186152	96.95791455	51.17511113	101.4459305	134.2497552	133.9156217	139.2726003	119.3812997	188.1281762	164.0883678	86.98822133	92.51809801	94.4545488	117.1106164	227.8875779	210.6814975
OG0004123	415.9235014	438.3555602	274.2293466	306.568679	56.3075573	77.58270948	359.2455984	352.1496401	238.8577119	205.8043143	157.6878507	163.3472324	337.6078336	274.9251286	126.9420451	127.3828062	103.3716848	197.9577554
OG0004127	192.0439032	220.8133057	307.5206014	608.7177217	181.7146717	248.547978	318.3986176	327.984272	217.4540252	222.4466167	198.8619006	218.6225477	317.050592	291.6290554	107.6075513	125.3688487	125.2990119	179.9077956
OG0004128	39.4857714	52.45461896	68.36647983	67.60213555	100.415776	75.05371993	99.84069068	103.0037207	65.84755035	47.00941573	305.30339	303.1442059	88.38676827	94.01940589	49.76254952	49.74474802	224.7590182	229.0303172
OG0004130	771.1364624	791.9821524	106.9191315	141.8656883	152.4609138	166.4343734	203.3574938	273.3781876	848.5655098	787.8487297	802.4559515	784.7582765	552.7071505	459.9613246	428.7352676	475.7299704	1568.587005	1140.47931
OG0004131	113.0942386	155.9849563	365.7322825	392.5797012	123.0459521	116.450086	410.9874815	447.1933978	156.8132189	158.6349696	150.462681	180.2024855	232.1559955	178.8883403	90.64945704	101.3020577	83.79371421	96.75962033
OG0004139	200.3794966	209.9823287	36.60207953	63.81544364	1619.759712	1544.764087	523.0578534	681.6316678	979.9945507	1064.970043	326.5408773	532.3558185	361.9397533	453.2110691	613.8194635	760.1692312	1117.122919	941.5539581
OG0004141	83.41281695	77.47038475	135.6586741	199.1017478	172.3103234	210.9121535	124.2528574	126.2451748	155.9184259	181.8989763	102.2780921	113.0268657	232.1601911	212.2455247	101.8230512	126.4755183	146.4432202	105.3407487
OG0004142	302.3421082	281.6217528	169.204499	251.7233768	48.61955594	90.38476881	345.8587655	346.0928707	454.5340419	424.5499491	89.35644875	100.8811686	218.5914887	207.741601	54.83309974	68.37385406	144.0977793	84.03883722
OG0004144	94.7486405	89.74466881	130.0852875	118.3581287	80.08275485	105.685409	90.52941712	92.16013105	61.98150944	57.9928184	66.36030385	74.60928216	111.885154	83.88557771	30.66656734	26.28113722	54.42675829	72.19983902
